Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
1629,16641548,"Indium AI Labs","2026-08-24 15:01:50",1480.6,2,"devaanshpa,wolframbopp"
1630,16741131,"Adarsh Balanolla","2026-08-23 19:09:08",1480.5,2,adarshreddyb
1631,16632304,"Masataka Suzuki","2026-08-31 12:30:27",1480.4,2,masatakasuzuki
1632,16684641,t.me/aetheranime,"2026-08-25 17:49:10",1480.0,2,yfrite
1633,16622319,"Roman Tamrazov 52","2026-08-21 07:51:48",1479.6,2,romantamrazov
1634,16685047,Yvonne.,"2026-08-28 05:48:42",1479.2,2,zdawer250
1635,16632777,"Alexandrine Cakpo","2026-08-20 10:20:22",1478.8,2,alexandrinecakpo
1636,16713267,"yq l68135","2026-08-21 21:35:52",1478.7,2,yql68135
1637,16744127,Faiz,"2026-08-21 20:33:33",1478.6,2,souraditya26
1638,16651939,"Yogesh Jadhav","2026-08-24 05:50:52",1476.9,2,dynamo14324
1639,16646679,tong00,"2026-08-17 12:02:11",1476.9,2,tong00
1640,16663445,"ali dzaki","2026-08-30 15:57:51",1476.6,2,alidzaki
1641,16736250,Yizhi,"2026-08-31 06:03:48",1476.1,2,yizhitao
1642,16738899,Grayden_Lee,"2026-08-21 11:42:07",1476.1,2,haozelii
1643,16624969,tf,"2026-08-24 12:08:56",1475.4,2,tfukuhara
1644,16737057,Wiz,"2026-08-24 03:15:13",1474.7,2,williamzhou001
1645,16689844,"Hồ Tuấn Khôi","2026-08-22 15:27:41",1474.6,2,htunkhi
1646,16712535,"Benjamin Beaujard","2026-08-18 11:03:03",1474.5,2,benjaminbeaujard
1647,16662735,"Kurian George","2026-08-23 18:16:30",1474.3,2,kuriangeorge
1648,16690970,"Raoul Biagioni","2026-08-22 06:37:40",1473.9,2,raoulbiagioni
1649,16679214,alban,"2026-08-27 22:36:43",1473.9,2,albantiacoh
1650,16654021,"Swachhith B","2026-08-24 08:40:04",1473.1,2,swachhithb
1651,16712185,"Vishal Khomane","2026-09-02 15:32:38",1472.9,2,vishal567
1652,16661073,PyJa,"2026-08-22 12:31:53",1472.8,2,pixiux
1653,16770884,VegetabledogNeo,"2026-08-31 01:23:25",1472.5,2,vegetabledogneo
1654,16628664,"Anton Tikhonov","2026-08-17 16:05:18",1472.1,2,itwastony
1655,16680524,Nealdarkdarkdark,"2026-08-26 15:13:50",1471.8,2,wklyb1
1656,16733297,sohasoha42,"2026-08-18 17:50:51",1471.6,2,sohasoha42
1657,16658203,Lan_Sky,"2026-09-01 15:04:56",1471.6,2,lansky6
1658,16638177,stpete_ishii,"2026-08-30 05:35:41",1471.2,2,stpeteishii
1659,16700068,"My Little Pony","2026-08-17 13:41:17",1471.2,1,"buxiangzaoqi66,juliezhang131,yaoyilv"
1660,16724584,"Jinx JK","2026-08-18 09:08:26",1470.9,2,jinxjk
1661,16758895,daphne,"2026-09-02 14:17:07",1470.7,2,daphne4sg
1662,16659328,"Muhammed Ashiq Abdul Khader","2026-08-26 06:32:42",1470.6,2,ashiqabdulkhader
1663,16726660,"Prime Leo","2026-08-23 14:21:53",1470.6,2,primeleo
1664,16662051,"Salem Ali","2026-08-26 07:57:33",1469.7,2,salemali7
1665,16675486,"SALAH ELDIN ELNABARAWY","2026-08-18 21:17:22",1469.6,2,salaheldinelnabarawy
1666,16696607,"Manish modak","2026-08-16 07:37:54",1469.2,2,manishmodak
1667,16783328,AggriTrader,"2026-08-28 14:37:10",1468.8,2,leoluo
1668,16731275,carbonapi,"2026-08-24 21:08:43",1468.4,2,nonempty
1669,16726064,"sana slama","2026-08-15 17:01:13",1468.2,1,sanaslamamm
1670,16694710,ponsuk,"2026-08-17 19:01:09",1468.0,2,ponsuk
1671,16655195,Pirhosseinlou,"2026-08-24 18:17:43",1467.8,2,pirhosseinlou
1672,16778417,"TANG BUDU 19SD195","2026-08-30 02:41:39",1467.0,2,tangbudu19sd195
1673,16683813,WangQrkkk,"2026-08-17 06:54:07",1466.6,2,wangqrkkk
1674,16676336,lemon13418,"2026-08-18 07:34:03",1466.3,2,lemon13418
1675,16654742,"Aastik Rajan15","2026-08-22 23:25:10",1466.2,2,aastikrajan15
1676,16675503,"Jeff Marc E. Cadet","2026-08-30 17:56:07",1465.7,2,jeffmarcecadet
1677,16728067,"Chenzhao Li","2026-08-18 08:04:21",1465.6,2,heartquest
1678,16786013,sakarush,"2026-09-02 13:17:42",1465.6,2,sakarush
1679,16769116,qiuqiu,"2026-09-02 14:42:17",1465.2,2,qiuqiuh
1680,16690612,"Mina Gayid","2026-08-16 12:59:16",1465.0,2,minagayid
1681,16677938,"Hajime Tamura","2026-08-21 13:52:44",1464.9,2,thajime
1682,16661352,"Porch Goose","2026-08-21 02:52:24",1464.0,2,jaclyndeem
1683,16706395,"Kunal Desale","2026-08-17 15:49:39",1463.7,2,kunaldesale2408
1684,16741932,"Michael Chen","2026-08-31 06:08:41",1463.6,2,fuqiangchen
1685,16741720,MarKoz,"2026-08-20 15:31:09",1463.2,2,sirgauda
1686,16659763,clarkzhang1031,"2026-08-13 12:27:10",1463.1,2,"clarkzhang1031,huafeihuang"
1687,16722303,JohannPongratz,"2026-09-02 19:20:43",1463.0,2,johannpongratz
1688,16724351,"Luxshan Thavarasa","2026-08-24 09:58:38",1462.9,2,luxluxshan
1689,16674684,next-best-agent,"2026-08-17 15:28:53",1462.4,2,"minhduy13ly,tdtu981"
1690,16744043,Take,"2026-08-23 14:17:27",1462.0,2,takeuchidaisuke2001
1691,16696099,moss,"2026-08-20 15:52:48",1462.0,2,kenyashimizu
1692,16725996,MatheusPSorancoDeCarvalho,"2026-08-17 22:12:37",1460.7,2,matheussoranco
1693,16682032,"Satkar sarvankar","2026-08-27 07:19:02",1460.7,2,satkar003
1694,16736969,"york li13","2026-08-19 01:07:02",1460.4,2,yorkli13
1695,16729554,"JingSong Yang","2026-08-28 05:33:55",1460.2,2,jingsongyang
1696,16689601,"Prathmesh Adsod","2026-08-18 03:55:13",1460.0,2,prathmeshadsod
1697,16654373,thwaitsusa2,"2026-08-26 23:19:40",1459.4,2,thwaitsusa2
1698,16696304,"Utkarsh #2","2026-08-26 08:46:02",1459.3,2,n0va007
1699,16623470,rurumi,"2026-09-02 05:21:15",1458.3,2,rurururumi
1700,16685074,"Emir Can","2026-08-30 20:16:36",1458.2,2,aerospacer
1701,16635668,"Mirza Yasir Abdullah Baig","2026-08-21 14:13:17",1457.7,2,myab07
1702,16654841,"ABHIRUP DAS","2026-08-28 04:51:44",1457.7,2,abhirupdas10
1703,16729691,YinuoChen271,"2026-08-17 15:42:51",1457.7,2,yinuochen271
1704,16714474,"Glenn Dalbey","2026-08-22 20:44:17",1457.6,2,glenndalbey
1705,16707383,chizhu,"2026-08-19 13:40:03",1457.2,2,chizhu2018
1706,16749079,mraz1006,"2026-08-26 09:32:57",1457.2,2,mraz1006
1707,16725335,"Chris #2","2026-08-29 15:32:47",1457.2,2,kagglecompetechris
1708,16630839,steubk,"2026-08-21 21:55:39",1457.1,2,steubk
1709,16623368,"Evgeniy Veselkov","2026-08-18 05:26:04",1456.4,2,evgeniyveselkov
1710,16638557,"Araik Tamazian","2026-08-26 13:27:28",1456.2,2,atamazian
1711,16651804,"Bocen Li","2026-08-29 06:20:37",1456.2,2,bocenli
1712,16722319,"༺ANIS YT༻","2026-08-19 13:08:47",1456.1,2,anisyt
1713,16709214,"Ariel Suntasig","2026-08-17 19:46:09",1455.7,2,arielsuntasig2001
1714,16709930,llRX,"2026-08-25 05:33:21",1455.1,2,"bankkobe,leojeel,ruikaihong"
1715,16698576,monnu,"2026-08-19 05:55:01",1454.4,1,fuumin621
1716,16639732,"Junbeom Lee23","2026-08-15 02:45:23",1454.2,2,junbeomlee23
1717,16728238,ubcict232,"2026-08-24 11:17:08",1454.0,2,ubcict232
1718,16725081,ZhouYongqi,"2026-08-27 08:47:02",1454.0,2,xy0v0zhang
1719,16757384,straw_Yu,"2026-09-02 02:37:45",1454.0,2,strawyu
1720,16740419,IamDiganta.7,"2026-09-03 01:03:25",1453.9,2,iamdiganta7
1721,16721070,LiuChen1350,"2026-08-26 05:30:30",1453.7,2,liuchen1350
1722,16717289,JackChenghao,"2026-08-22 12:07:06",1453.5,2,jackchenghao
1723,16735582,"Tumaini Makena","2026-08-18 06:01:09",1453.0,1,tumainimakena
1724,16655379,Ikeda0516,"2026-08-27 08:52:18",1452.3,2,ikeda0516
1725,16727191,"Alexander Kokshenin","2026-08-20 02:08:15",1452.1,2,kokshenin
1726,16632735,"No Free Lunch, Only Melons","2026-08-22 03:09:45",1451.8,2,kawaharataishi
1727,16661575,skw1990,"2026-08-27 06:49:03",1451.6,2,skw1990
1728,16790548,"Francesco Del Sesto","2026-08-31 10:47:27",1450.8,2,francescodelsesto
1729,16727842,"Iadh Jarray","2026-08-17 13:45:11",1450.7,2,iadhjarray
1730,16673234,MACvengers,"2026-08-19 16:34:04",1450.6,2,"astrojaswanthkumar,ikpikp"
1731,16777359,"Dmitriy Ulybin","2026-09-03 00:17:59",1450.6,2,dmitriyulybin
1732,16647324,GG-bond,"2026-08-24 03:14:55",1450.0,2,wyhwyh123
1733,16632164,"Tim Shini","2026-08-30 18:04:29",1449.5,2,timshini
1734,16732763,"Raihan Ramadistra","2026-08-18 13:59:22",1449.2,1,raihanramadistra
1735,16710389,GuerillaMoon,"2026-08-19 22:33:46",1449.1,2,guerillamoon
1736,16757903,"Om Singh","2026-08-27 07:05:06",1448.1,1,spoilyfrog
1737,16715506,"Moo Point","2026-08-17 21:44:26",1446.8,2,"gnarlycow,tianmeiwang"
1738,16623580,matsu997,"2026-08-21 16:16:52",1446.8,2,mastu997
1739,16692923,"Pavel Kazlou","2026-08-31 16:10:22",1446.4,2,paulik
1740,16636094,Hax2456,"2026-08-15 10:05:01",1446.2,2,hax2456
1741,16671607,"Chanhyuk Han","2026-09-02 13:04:02",1446.0,2,chanhyukhan
1742,16639800,"Yong Ming-Jia","2026-08-21 11:23:07",1445.6,2,ymingj
1743,16782227,"chen yue li","2026-09-03 01:34:30",1445.6,2,yueelc
1744,16625856,takai380,"2026-09-01 02:34:05",1445.2,2,takai380
1745,16653129,"Prashanth Reddy Biyyani","2026-08-20 13:53:37",1445.0,2,"prashanthbiyyani,shivagurrala,sumu1526"
1746,16685160,Yura,"2026-08-17 07:27:50",1445.0,2,yuratrubitsyn
1747,16695242,"Utkarsh Prakash Srivastava","2026-08-25 19:22:39",1444.9,2,utkarshps
1748,16665927,"bhavya shah","2026-08-17 11:06:22",1444.8,2,bhavyashah007
1749,16742048,SuperGiantLam,"2026-08-25 02:08:17",1444.6,2,zptpsz
1750,16735066,"Saber #2","2026-09-02 17:00:51",1444.3,2,yzheng21
1751,16658931,"somewhere after","2026-08-19 08:16:29",1443.8,2,amaterasuuuuu
1752,16734492,Orynx,"2026-08-19 08:01:33",1443.5,2,"inderj1,jayveersingh6"
1753,16621163,john,"2026-08-16 14:06:25",1443.2,2,jaejohn
1754,16732666,"Stefano Blando","2026-08-30 17:43:12",1441.8,2,stefanoblando
1755,16701362,"Papa Annan","2026-08-20 21:26:39",1441.2,2,papaannan
1756,16721237,phoenixai0,"2026-08-19 06:22:13",1441.2,2,phoenixultra
1757,16675655,TrebolNoir_,"2026-09-01 12:59:42",1441.1,2,trebolnoir
1758,16771677,"hedy huangyuheng","2026-08-27 02:13:28",1441.0,2,hedyhuangyuheng
1759,16736685,kentaro_kato,"2026-08-24 00:36:31",1441.0,2,kentarokato
1760,16635818,F.A.Nina,"2026-08-16 20:15:06",1440.6,2,nina2025
1761,16697922,TingyuanLi277,"2026-08-21 03:39:03",1440.1,2,tingyuanli277
1762,16735075,"Ronchen Luo","2026-08-18 04:29:47",1439.7,2,ronchenluo
1763,16719006,bouiboui,"2026-08-20 18:55:02",1438.0,2,bouiboui
1764,16661784,"XU XUXIANG","2026-08-27 12:57:06",1437.6,2,"mikeaaaa14,xuxuxiang"
1765,16721383,"Emon xu","2026-08-21 16:14:05",1437.5,2,emon0xuyym
1766,16655109,"Tia He","2026-08-14 19:58:44",1437.4,2,altheahe
1767,16639796,rmizuta,"2026-08-28 15:07:43",1436.7,2,rmizuta
1768,16664232,"Eddy Despradel","2026-09-01 23:58:35",1436.5,2,eddydespradel
1769,16744842,juisajdiasd,"2026-08-30 04:51:42",1436.4,2,juisajdiasd
1770,16724060,"Mạnh Linh Hoàng","2026-08-15 15:54:52",1436.4,2,manhlinh1501
1771,16699947,HKmgikao,"2026-08-22 05:24:13",1436.4,2,hitoshikmgai
1772,16741178,guruguru000,"2026-08-21 08:43:29",1436.0,2,guruguru000
1773,16633222,maxingkong733,"2026-08-18 23:32:58",1435.3,2,maxingkong733
1774,16707990,Snorlax,"2026-08-25 01:32:23",1435.3,1,pku1400010735
1775,16715579,Uvais,"2026-08-24 00:58:56",1434.9,2,joshuaedwinjacobv24f
1776,16730810,mgoto51004,"2026-08-23 02:46:30",1433.9,2,mgoto51004
1777,16728901,dqvide,"2026-08-17 19:53:39",1433.8,2,dqvide
1778,16719414,SahilKumarTolani,"2026-09-01 19:45:22",1433.3,2,sahilkumartolani
1779,16708185,XiaoYan12,"2026-08-30 15:57:47",1432.8,2,xiaoyan12
1780,16725403,tabetai28,"2026-08-18 14:38:57",1432.7,2,taichiabewaseda
1781,16662810,HarshitSama,"2026-08-16 12:54:17",1432.6,2,harshitsama
1782,16723096,Shabuuu,"2026-09-01 18:44:54",1432.3,2,shabuuu
1783,16632291,"alex chilton","2026-08-31 12:18:09",1431.9,2,alexchilton
1784,16693934,evnchn,"2026-08-23 15:41:50",1431.8,2,evnchn
1785,16630380,JM,"2026-08-27 00:39:05",1431.7,2,julianmukaj
1786,16690923,"Maqsoud Tawaliou","2026-08-23 20:52:18",1431.7,2,maqsoudtawaliou
1787,16698439,"Pournami Prakash","2026-08-25 17:44:57",1431.7,2,pprakas
1788,16698930,MrKiwi,"2026-08-19 09:34:31",1430.2,2,mrkiwi
1789,16654548,DataSluts,"2026-08-28 07:00:12",1430.0,2,"rahulmedida,siddarthnayak50,sivasu07"
1790,16727147,"Alan Smith","2026-08-27 03:44:28",1429.8,2,acorncupcake
1791,16733576,"Ojas Aklecha","2026-08-17 18:34:02",1429.2,2,ojasaklecha
1792,16715187,maker2026,"2026-08-28 07:13:03",1429.0,2,maker2026
1793,16675807,cubreto,"2026-08-26 15:00:34",1428.4,2,cubreto
1794,16727350,"T Hansda","2026-08-19 14:57:55",1428.3,2,hansda
1795,16665336,"maoyuan ma","2026-08-18 11:41:09",1428.2,2,maoyuanma
1796,16759813,tyf_scu,"2026-08-23 17:11:18",1428.1,2,tyfscu
1797,16724353,PrathamGupta,"2026-08-17 02:04:38",1427.1,2,prathamguptaaaaaaa
1798,16725346,sokoranohimazin,"2026-08-18 19:39:07",1426.9,2,sokoranohimazin
1799,16638375,"Tran H Hoang","2026-08-14 17:01:27",1426.8,2,tranhhoang
1800,16664762,"John Marinton","2026-08-25 12:10:10",1426.6,2,marintonjohn
1801,16677945,"Quân Trần","2026-08-25 06:43:39",1426.1,2,wuntrn
1802,16729372,"Gaspard Plt","2026-08-17 21:58:55",1425.4,2,gaspardplt
1803,16660477,SeaGoat,"2026-09-02 00:01:49",1425.3,2,vbandaru
1804,16687068,digiliwigili,"2026-08-22 12:49:07",1424.5,2,kukchyievervin
1805,16716991,XristosFilip,"2026-08-18 16:43:34",1424.4,2,xristosfilip
1806,16696703,"Aleksei Churashev","2026-08-20 17:02:01",1424.1,2,alekseic
1807,16651833,"Hồ Khánh Duy","2026-08-14 17:52:23",1423.8,2,hkhnhduy
1808,16756557,"Marius Heuser","2026-08-24 21:41:31",1422.8,2,mariusheuser
1809,16739298,"ricardo assaad","2026-08-18 19:03:22",1422.6,2,ricardoassaad
1810,16730462,"Xiang Tang","2026-08-28 15:11:51",1422.6,2,flyonthewater
1811,16623152,"agentic warriors","2026-08-21 08:59:44",1422.5,2,"ibadia,isabellawoo01"
1812,16750344,Vaasu0501,"2026-08-28 16:49:39",1422.2,2,vaasu0501
1813,16656931,pns,"2026-08-15 09:45:46",1422.1,2,"nikhilkasyap07,premsivasai,saranboddu"
1814,16716012,LaiCxm,"2026-09-02 01:11:05",1422.0,2,laicxm
1815,16678172,"Eishkaran Singh","2026-08-19 19:12:02",1421.9,2,eishkaran
1816,16653379,"Asakawa Ruriko","2026-08-30 00:31:08",1421.9,2,asakawaruriko
1817,16738278,yansf677,"2026-09-01 12:24:29",1421.9,2,yansf677
1818,16685556,binghua_123,"2026-09-03 05:26:41",1421.5,2,binghua123
1819,16748559,GodofThunder2407,"2026-08-21 10:30:22",1421.5,2,godofthunder2407
1820,16659972,"Pelamovic ","2026-08-25 18:03:34",1420.7,2,pelamovic
1821,16668430,"john inan","2026-08-17 18:44:07",1420.5,2,johninan
1822,16640077,larry54321zhao,"2026-08-25 16:20:29",1420.4,2,larry54321zhao
1823,16653311,"Stanislav Tsepa","2026-09-01 23:50:06",1419.0,2,mrtsepa
1824,16793261,Von_Feynman,"2026-08-30 13:35:43",1418.9,1,terrenceluo1017
1825,16634166,Yuki.O,"2026-08-19 01:38:42",1418.6,2,yukiohkawa
1826,16729054,"Shantanu Kesarkar","2026-08-27 05:50:23",1418.6,2,shantanukesarkar
1827,16643125,"CARLOS CAADA ROSTRO","2026-08-21 19:23:34",1418.5,2,carloscaadarostro
1828,16708624,"Aboubacar HEMA","2026-08-19 14:24:02",1418.4,2,"aboubacarhema,marcmare,wilfredkouadjo"
1829,16661622,"Ergin Akın","2026-08-20 16:45:19",1418.3,2,erginakin
1830,16697458,"Lissandra Kruse Fuganti","2026-09-01 15:19:00",1417.9,2,lissandrakruse
1831,16674683,"Ali Esam","2026-08-14 18:13:12",1417.7,2,zyxsu0
1832,16730634,Priestess,"2026-08-21 14:10:31",1417.2,2,kalypheus
1833,16654783,quantara.cv,"2026-08-29 07:26:16",1416.8,2,goth55
1834,16651402,"Mille Initiate","2026-08-31 04:04:11",1416.4,2,milleinitiate
1835,16712943,"Cesar Marcondes","2026-09-02 13:03:59",1416.4,2,cmarcond
1836,16668162,AlejandroAlvarez,"2026-08-26 12:31:45",1416.2,2,theworm
1837,16712134,cf696666,"2026-08-31 01:35:15",1416.2,2,cf33333
1838,16759625,gkg223,"2026-08-23 19:00:17",1415.8,2,gkg223
1839,16623445,"Hasin Raihan Dhrubo","2026-08-16 09:28:12",1415.8,1,hasinraihandhrubo
1840,16732685,Tanmay,"2026-08-23 18:16:07",1415.4,2,blankkz
1841,16621294,dpquoc,"2026-08-31 04:22:00",1415.3,2,dpquoc
1842,16672199,Vachan,"2026-08-20 07:33:48",1415.3,2,vachanpadival
1843,16655500,"Zhao Liying","2026-08-16 02:50:53",1414.9,2,yeohzhonghanervin
1844,16771277,zhaowenyi7,"2026-08-31 09:18:04",1414.3,2,zhaowenyi7
1845,16701868,AJ,"2026-08-24 23:56:36",1414.2,2,abduljabbarcalica
1846,16757689,YanXiaohan666,"2026-09-01 15:57:45",1414.0,2,yanxiaohan666
1847,16701612,Kiki,"2026-08-17 08:54:03",1414.0,2,rouiou
1848,16664120,SaiDuttaAbhishekDash,"2026-08-21 20:30:01",1413.0,2,saiduttaabhishekdash
1849,16745294,"Ahmed Ehab Fathi","2026-08-20 17:15:31",1412.8,2,ahmedehabfathi
1850,16667324,"Muhammed selim Bilic","2026-08-26 17:02:17",1412.4,2,muhammedselimbilic
1851,16634128,ZechHuang,"2026-08-20 05:07:33",1412.4,2,zechhuang
1852,16663240,"Rilen T. L.","2026-08-18 13:45:46",1412.3,2,"jairosilvabastos,rilentl"
1853,16709295,"Isaac Owomugisha","2026-08-20 16:22:52",1412.1,2,cmplxxyttmt
1854,16710661,"Pengyi Peng1","2026-08-22 02:06:40",1411.7,2,pengyipeng1
1855,16660250,Moshel,"2026-08-24 12:36:19",1411.5,2,moshel
1856,16702691,"Zengyi Mei","2026-08-28 17:01:51",1411.4,2,sfkmzy
1857,16639250,"Hamed Seyed-allaei","2026-08-21 19:11:09",1411.3,2,pinocchio
1858,16724801,Noir,"2026-09-03 00:11:46",1411.1,2,nuitnoir
1859,16655368,"Mohammed Maqsood L","2026-08-19 10:40:17",1411.0,2,mohammedmaqsoodl
1860,16741516,"Anh Tu","2026-08-28 05:10:34",1410.8,2,natcs98
1861,16736404,¡olé!,"2026-08-19 03:30:32",1410.7,2,hjx1024
1862,16670118,"Álvaro Benítez","2026-08-29 15:46:04",1410.7,2,lvarobentezlvarez
1863,16695615,Celinao,"2026-08-14 08:02:47",1410.5,2,celinao
1864,16720088,"Oiti Roy","2026-08-14 06:26:04",1410.2,1,oitiroy
1865,16659614,"Heikki Leskelä","2026-08-22 16:35:42",1409.8,2,heikkileskela
1866,16721079,"six seven swag","2026-08-23 09:08:28",1409.6,2,polinababiichuk
1867,16625241,"Mutoy Choi","2026-09-01 07:42:20",1409.6,2,mutoy1
1868,16644643,today,"2026-08-20 14:09:31",1409.5,2,today55
1869,16690867,HowardLeeTW,"2026-08-15 09:14:17",1409.2,2,howardleetw
1870,16623370,kenmatsu4,"2026-08-14 09:03:08",1409.1,2,kenmatsu4
1871,16805370,"Gaiar Baimuratov","2026-09-03 05:34:15",1408.7,2,baimuratov
1872,16622242,"Robert Koval","2026-08-15 07:02:17",1408.7,2,robertkoval
1873,16699745,"Norbert Szolnoki","2026-08-18 11:39:55",1408.6,2,norbertszolnoki
1874,16664293,"Adam Lloyd","2026-08-17 07:09:50",1408.4,2,alloyd256
1875,16760295,"Luke Hurt","2026-08-24 01:03:42",1408.4,2,lukehurt
1876,16724262,"Obu obu","2026-08-15 10:48:05",1408.4,2,obuobu
1877,16727379,"Nicholas Chua","2026-08-20 16:28:44",1407.9,2,nickckb
1878,16690113,m0chi1216,"2026-08-16 15:07:24",1407.8,2,m0chi1216
1879,16670791,Hugelidus,"2026-08-25 03:43:18",1407.6,2,hugelidus
1880,16710141,htatsumi,"2026-08-15 01:07:11",1407.6,1,tatsumihasebe
1881,16631595,CuteClaw,"2026-08-14 01:25:52",1407.6,2,bloodmoonwq
1882,16748421,lulzx,"2026-08-20 17:52:11",1407.4,2,lulzxy
1883,16764422,"ong bee","2026-08-28 06:07:55",1407.2,2,ongbee
1884,16671361,"Hangyu Yu","2026-08-15 13:46:57",1405.4,2,cqupthangyuyu
1885,16656296,Fususu,"2026-08-25 03:03:04",1405.2,2,phuongncn
1886,16708226,asi1024,"2026-08-16 13:14:53",1405.1,2,asi1024
1887,16765953,"Muhammad Ahmed","2026-08-26 13:46:48",1405.0,2,muhammad4hmed
1888,16660041,"Hoàng Quốc Việt ","2026-08-27 10:39:10",1404.8,2,viethwang3i
1889,16731432,sieradni,"2026-09-01 06:12:00",1404.6,2,sieradni
1890,16666939,20237208_黄奕恺,"2026-08-22 12:53:27",1403.9,2,mrhuangyy
1891,16722112,nyori,"2026-08-18 10:35:38",1403.9,2,nyoriworks
1892,16698214,Juandix,"2026-08-18 03:35:51",1403.9,2,juandix
1893,16744355,"Sameera T","2026-08-22 10:13:47",1403.7,2,sameeramaq
1894,16682892,"Alvaro Llamojha","2026-09-02 19:40:04",1403.6,2,alvarollamojha
1895,16686583,techtech69,"2026-08-22 16:19:05",1403.3,2,techtech69
1896,16774237,"Dennis SH Lai","2026-08-30 17:21:31",1403.2,2,dshihlai
1897,16683865,Shin7jp,"2026-08-14 09:51:13",1403.2,2,shin7jp
1898,16749347,Shibungi,"2026-09-01 06:52:21",1403.2,2,shibungi
1899,16719100,"Abhiraj Singh","2026-08-14 12:02:33",1403.0,2,cyberdrago
1900,16659711,williams,"2026-08-31 16:37:57",1402.8,2,williams
1901,16656584,Spintronic,"2026-08-19 15:24:17",1402.4,2,spintronic
1902,16629624,"Sayandeep Ghosh","2026-09-02 19:57:53",1402.2,2,sayandeepghosh
1903,16674831,"nk for work","2026-08-29 02:31:21",1402.1,2,nkforwork
1904,16671694,evananann,"2026-08-19 07:46:36",1402.0,2,evananann
1905,16717756,Dominick,"2026-09-02 15:29:00",1401.8,2,kcinimod
1906,16697891,KuziJA,"2026-08-20 20:35:43",1401.7,2,kuzija
1907,16761875,eugenn,"2026-09-02 17:10:30",1401.5,2,eugennekhai
1908,16635969,"Omkar Kadam","2026-08-31 15:22:20",1401.5,2,"itzzomkar,khanayanayub,princypaonam"
1909,16658474,huyimin517517,"2026-09-03 03:49:49",1401.3,2,"huyimin517517,touyouzhaji,wumingshi2006"
1910,16697936,"Sami Cakiral","2026-08-15 19:43:40",1401.3,2,samicakiral
1911,16644702,cracker_1_war,"2026-08-23 18:26:39",1400.9,2,cracker1war
1912,16713127,Felis,"2026-08-25 20:07:16",1400.2,2,ilyaafanasenko
1913,16714902,HunterBlue,"2026-08-13 18:54:47",1399.6,2,marianacodebase
1914,16662940,"The Coder Geek Squad Leader","2026-08-17 09:23:58",1399.4,2,soulemaneisissifou
1915,16713743,oliver,"2026-08-22 16:48:18",1399.0,2,ollibolli
1916,16682306,岸本湧士郎,"2026-08-31 01:59:46",1398.9,2,yushiro20021111
1917,16722120,nekoha,"2026-08-15 15:01:16",1398.7,2,nekoha
1918,16678872,ibrahim,"2026-08-17 19:30:32",1398.6,2,skyfish77
1919,16672033,"Mohan Prasath P","2026-08-21 10:08:16",1398.5,2,mohanprasath21
1920,16658150,Gravity-x73d,"2026-08-17 09:16:29",1398.4,2,gravityx73d
1921,16729421,Oblivix,"2026-09-02 04:16:25",1398.3,2,"aradhyatiwariii,oblivix"
1922,16693942,"Lisan al-Gaib","2026-08-31 12:31:42",1398.2,2,azrihasin
1923,16653890,YUKRUB,"2026-08-20 07:37:27",1398.2,2,yukrub
1924,16743528,JunWenZhu_1314,"2026-09-02 23:36:09",1398.0,2,junwenzhu1314
1925,16678346,"Farhan Abid","2026-08-16 08:41:15",1397.3,2,farhanabidtech786
1926,16719238,"Rômulo Siqueira","2026-08-20 00:15:16",1397.3,2,romulosiqueira
1927,16663590,"Jakub Dolének","2026-08-13 13:08:32",1396.9,2,dolenek
1928,16730180,zshandy,"2026-08-19 22:29:48",1396.6,2,zshandy
1929,16682471,Soumya2003,"2026-08-25 17:58:29",1395.8,2,soumya2003uyvv755
1930,16737561,"Raj Aryan Singh","2026-08-18 11:50:54",1395.4,2,kratos14raj
1931,16698884,VVVoyager,"2026-08-14 03:55:10",1394.9,2,"haoxuanshan,hengnui"
1932,16656399,CROW,"2026-08-14 04:59:30",1394.7,2,"aaayangxh,hanifnoerrofiq"
1933,16705499,byncpy,"2026-08-17 17:18:47",1394.5,1,jinliangbi
1934,16691987,0xalgos,"2026-08-17 09:35:28",1394.1,2,anandvashishtha5362
1935,16660735,"Bassel Elbahnasy","2026-09-02 21:01:51",1393.8,2,basselashraf
1936,16622367,mg,"2026-08-23 17:49:21",1393.7,2,"egorkashpar,sashaboriskin,smooky"
1937,16680967,Tyooughtul,"2026-08-16 00:58:06",1393.7,2,yooughtul
1938,16621683,Shivangoudaa,"2026-08-26 11:45:55",1393.2,2,ishivapatil
1939,16658345,Ficu∞$,"2026-08-28 08:43:18",1393.1,2,mikeintokyo
1940,16667734,SuroRitch,"2026-08-15 16:23:52",1392.5,2,suroritch
1941,16670524,"Nat Bel ML Fun","2026-09-02 22:48:16",1391.9,2,natbel4ml
1942,16633096,anvai_agents,"2026-08-20 05:50:45",1391.4,2,"anandgaikwad7781,vaidehidhamnikar"
1943,16726071,"PDF ULTRA","2026-08-20 19:36:33",1391.3,2,"alengevorgyan,gab0yan"
1944,16683488,"Ripudaman Parmar","2026-08-23 12:06:07",1390.8,2,"ktkgpt,ripudamanparmar"
1945,16641893,"Kashyapsinh gohil","2026-08-15 16:10:05",1390.8,2,kashyapsinhgohil
1946,16774141,Evelyn3976,"2026-08-31 01:13:23",1389.7,2,evelyn3976
